raw_field,alternative_name,source_page,section_id,section_name,question_id,subquestion_id,question_text,field_role,response_type,data_type,units,canonical_name,table_name,row_index,row_label,column_name,codebook_id,notes
p0146a,Date,7,C,Trace-in and Trace-out,C4,,Date(s) of visit,table_cell,table,date_text,date,visitors_visit_dates,visitors,14,service_provider,visit_dates,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0146b,Name/Company/Phone Number,7,C,Trace-in and Trace-out,C4,,Name/Company/Phone Number,table_cell,table,character,,visitors_name_company_phone,visitors,14,service_provider,name_company_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0146c,Enter Barn,7,C,Trace-in and Trace-out,C4,,Enter Barn,table_cell,table,character,,visitors_entered_poultry_barn,visitors,14,service_provider,entered_poultry_barn,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0147,Visit Premises,7,C,Trace-in and Trace-out,C4,,Visit Premises,table_cell,table,character,,visitors_visit_premises,visitors,15,other_livestock_contact,visit_premises,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0147a,Date,7,C,Trace-in and Trace-out,C4,,Date(s) of visit,table_cell,table,date_text,date,visitors_visit_dates,visitors,15,other_livestock_contact,visit_dates,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0147b,Name/Company/Phone Number,7,C,Trace-in and Trace-out,C4,,Name/Company/Phone Number,table_cell,table,character,,visitors_name_company_phone,visitors,15,other_livestock_contact,name_company_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0147c,Enter Barn,7,C,Trace-in and Trace-out,C4,,Enter Barn,table_cell,table,character,,visitors_entered_poultry_barn,visitors,15,other_livestock_contact,entered_poultry_barn,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0148,Visit Premises,7,C,Trace-in and Trace-out,C4,,Visit Premises,table_cell,table,character,,visitors_visit_premises,visitors,16,community_contact,visit_premises,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0148a,Date,7,C,Trace-in and Trace-out,C4,,Date(s) of visit,table_cell,table,date_text,date,visitors_visit_dates,visitors,16,community_contact,visit_dates,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0148b,Name/Company/Phone Number,7,C,Trace-in and Trace-out,C4,,Name/Company/Phone Number,table_cell,table,character,,visitors_name_company_phone,visitors,16,community_contact,name_company_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0148c,Enter Barn,7,C,Trace-in and Trace-out,C4,,Enter Barn,table_cell,table,character,,visitors_entered_poultry_barn,visitors,16,community_contact,entered_poultry_barn,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0149,Visit Premises,7,C,Trace-in and Trace-out,C4,,Visit Premises,table_cell,table,character,,visitors_visit_premises,visitors,17,processor,visit_premises,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0149a,Date,7,C,Trace-in and Trace-out,C4,,Date(s) of visit,table_cell,table,date_text,date,visitors_visit_dates,visitors,17,processor,visit_dates,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0149b,Name/Company/Phone Number,7,C,Trace-in and Trace-out,C4,,Name/Company/Phone Number,table_cell,table,character,,visitors_name_company_phone,visitors,17,processor,name_company_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0149c,Enter Barn,7,C,Trace-in and Trace-out,C4,,Enter Barn,table_cell,table,character,,visitors_entered_poultry_barn,visitors,17,processor,entered_poultry_barn,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0150,Visit Premises,7,C,Trace-in and Trace-out,C4,,Visit Premises,table_cell,table,character,,visitors_visit_premises,visitors,18,other,visit_premises,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0150c,Enter Barn,7,C,Trace-in and Trace-out,C4,,Enter Barn,table_cell,table,character,,visitors_entered_poultry_barn,visitors,18,other,entered_poultry_barn,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0150a,Date,7,C,Trace-in and Trace-out,C4,,Date(s) of visit,table_cell,table,date_text,date,visitors_visit_dates,visitors,18,other,visit_dates,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0150b,Name/Company/Phone Number,7,C,Trace-in and Trace-out,C4,,Name/Company/Phone Number,table_cell,table,character,,visitors_name_company_phone,visitors,18,other,name_company_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0151a,Received or Loaned,7,C,Trace-in and Trace-out,C4,,Received or Loaned,table_cell,table,character,,shared_equipment_received_or_loaned,shared_equipment,1,atv_four_wheeler,received_or_loaned,received_loaned_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0151b,Name/Company/Phone Number,7,C,Trace-in and Trace-out,C4,,Name/Company/Phone Number,table_cell,table,character,,shared_equipment_name_company_phone,shared_equipment,1,atv_four_wheeler,name_company_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0151c,Date,7,C,Trace-in and Trace-out,C4,,Date,table_cell,table,date,date,shared_equipment_date_last_on_site,shared_equipment,1,atv_four_wheeler,date_last_on_site,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0152a,Received or Loaned,7,C,Trace-in and Trace-out,C4,,Received or Loaned,table_cell,table,character,,shared_equipment_received_or_loaned,shared_equipment,2,tractor,received_or_loaned,received_loaned_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0152b,Name/Company/Phone Number,7,C,Trace-in and Trace-out,C4,,Name/Company/Phone Number,table_cell,table,character,,shared_equipment_name_company_phone,shared_equipment,2,tractor,name_company_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0152c,Date,7,C,Trace-in and Trace-out,C4,,Date,table_cell,table,date,date,shared_equipment_date_last_on_site,shared_equipment,2,tractor,date_last_on_site,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0153a,Received or Loaned,7,C,Trace-in and Trace-out,C4,,Received or Loaned,table_cell,table,character,,shared_equipment_received_or_loaned,shared_equipment,3,gates_panels,received_or_loaned,received_loaned_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0153b,Name/Company/Phone Number,7,C,Trace-in and Trace-out,C4,,Name/Company/Phone Number,table_cell,table,character,,shared_equipment_name_company_phone,shared_equipment,3,gates_panels,name_company_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0153c,Date,7,C,Trace-in and Trace-out,C4,,Date,table_cell,table,date,date,shared_equipment_date_last_on_site,shared_equipment,3,gates_panels,date_last_on_site,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0154a,Received or Loaned,7,C,Trace-in and Trace-out,C4,,Received or Loaned,table_cell,table,character,,shared_equipment_received_or_loaned,shared_equipment,4,loaders,received_or_loaned,received_loaned_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0154b,Name/Company/Phone Number,7,C,Trace-in and Trace-out,C4,,Name/Company/Phone Number,table_cell,table,character,,shared_equipment_name_company_phone,shared_equipment,4,loaders,name_company_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0154c,Date,7,C,Trace-in and Trace-out,C4,,Date,table_cell,table,date,date,shared_equipment_date_last_on_site,shared_equipment,4,loaders,date_last_on_site,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0155a,Received or Loaned,7,C,Trace-in and Trace-out,C4,,Received or Loaned,table_cell,table,character,,shared_equipment_received_or_loaned,shared_equipment,5,egg_equipment,received_or_loaned,received_loaned_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0155b,Name/Company/Phone Number,7,C,Trace-in and Trace-out,C4,,Name/Company/Phone Number,table_cell,table,character,,shared_equipment_name_company_phone,shared_equipment,5,egg_equipment,name_company_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0155c,Date,7,C,Trace-in and Trace-out,C4,,Date,table_cell,table,date,date,shared_equipment_date_last_on_site,shared_equipment,5,egg_equipment,date_last_on_site,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0156a,Received or Loaned,7,C,Trace-in and Trace-out,C4,,Received or Loaned,table_cell,table,character,,shared_equipment_received_or_loaned,shared_equipment,6,pallets,received_or_loaned,received_loaned_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0156b,Name/Company/Phone Number,7,C,Trace-in and Trace-out,C4,,Name/Company/Phone Number,table_cell,table,character,,shared_equipment_name_company_phone,shared_equipment,6,pallets,name_company_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0156c,Date,7,C,Trace-in and Trace-out,C4,,Date,table_cell,table,date,date,shared_equipment_date_last_on_site,shared_equipment,6,pallets,date_last_on_site,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0157a,Received or Loaned,7,C,Trace-in and Trace-out,C4,,Received or Loaned,table_cell,table,character,,shared_equipment_received_or_loaned,shared_equipment,7,dead_bird_containers,received_or_loaned,received_loaned_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0157b,Name/Company/Phone Number,7,C,Trace-in and Trace-out,C4,,Name/Company/Phone Number,table_cell,table,character,,shared_equipment_name_company_phone,shared_equipment,7,dead_bird_containers,name_company_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0157c,Date,7,C,Trace-in and Trace-out,C4,,Date,table_cell,table,date,date,shared_equipment_date_last_on_site,shared_equipment,7,dead_bird_containers,date_last_on_site,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0158a,Received or Loaned,7,C,Trace-in and Trace-out,C4,,Received or Loaned,table_cell,table,character,,shared_equipment_received_or_loaned,shared_equipment,8,manure_litter_equipment,received_or_loaned,received_loaned_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0158b,Name/Company/Phone Number,7,C,Trace-in and Trace-out,C4,,Name/Company/Phone Number,table_cell,table,character,,shared_equipment_name_company_phone,shared_equipment,8,manure_litter_equipment,name_company_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0158c,Date,7,C,Trace-in and Trace-out,C4,,Date,table_cell,table,date,date,shared_equipment_date_last_on_site,shared_equipment,8,manure_litter_equipment,date_last_on_site,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0159a,Received or Loaned,7,C,Trace-in and Trace-out,C4,,Received or Loaned,table_cell,table,character,,shared_equipment_received_or_loaned,shared_equipment,9,cleaning_equipment,received_or_loaned,received_loaned_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0159b,Name/Company/Phone Number,7,C,Trace-in and Trace-out,C4,,Name/Company/Phone Number,table_cell,table,character,,shared_equipment_name_company_phone,shared_equipment,9,cleaning_equipment,name_company_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0159c,Date,7,C,Trace-in and Trace-out,C4,,Date,table_cell,table,date,date,shared_equipment_date_last_on_site,shared_equipment,9,cleaning_equipment,date_last_on_site,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0160a,Received or Loaned,8,C,Trace-in and Trace-out,C5,,Received or Loaned,table_cell,table,character,,shared_equipment_received_or_loaned,shared_equipment,10,vaccination_equipment,received_or_loaned,received_loaned_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0160b,Name/Company/Phone Number,8,C,Trace-in and Trace-out,C5,,Name/Company/Phone Number,table_cell,table,character,,shared_equipment_name_company_phone,shared_equipment,10,vaccination_equipment,name_company_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0160c,Date,8,C,Trace-in and Trace-out,C5,,Date,table_cell,table,date,date,shared_equipment_date_last_on_site,shared_equipment,10,vaccination_equipment,date_last_on_site,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0161a,Received or Loaned,8,C,Trace-in and Trace-out,C5,,Received or Loaned,table_cell,table,character,,shared_equipment_received_or_loaned,shared_equipment,11,catching_equipment,received_or_loaned,received_loaned_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0161b,Name/Company/Phone Number,8,C,Trace-in and Trace-out,C5,,Name/Company/Phone Number,table_cell,table,character,,shared_equipment_name_company_phone,shared_equipment,11,catching_equipment,name_company_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0161c,Date,8,C,Trace-in and Trace-out,C5,,Date,table_cell,table,date,date,shared_equipment_date_last_on_site,shared_equipment,11,catching_equipment,date_last_on_site,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0162a,Received or Loaned,8,C,Trace-in and Trace-out,C5,,Received or Loaned,table_cell,table,character,,shared_equipment_received_or_loaned,shared_equipment,12,live_haul_equipment,received_or_loaned,received_loaned_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0162b,Name/Company/Phone Number,8,C,Trace-in and Trace-out,C5,,Name/Company/Phone Number,table_cell,table,character,,shared_equipment_name_company_phone,shared_equipment,12,live_haul_equipment,name_company_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0162c,Date,8,C,Trace-in and Trace-out,C5,,Date,table_cell,table,date,date,shared_equipment_date_last_on_site,shared_equipment,12,live_haul_equipment,date_last_on_site,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0163a,Received or Loaned,8,C,Trace-in and Trace-out,C5,,Received or Loaned,table_cell,table,character,,shared_equipment_received_or_loaned,shared_equipment,13,feed_equipment,received_or_loaned,received_loaned_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0163b,Name/Company/Phone Number,8,C,Trace-in and Trace-out,C5,,Name/Company/Phone Number,table_cell,table,character,,shared_equipment_name_company_phone,shared_equipment,13,feed_equipment,name_company_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0163c,Date,8,C,Trace-in and Trace-out,C5,,Date,table_cell,table,date,date,shared_equipment_date_last_on_site,shared_equipment,13,feed_equipment,date_last_on_site,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0164a,Received or Loaned,8,C,Trace-in and Trace-out,C5,,Received or Loaned,table_cell,table,character,,shared_equipment_received_or_loaned,shared_equipment,14,transport_equipment,received_or_loaned,received_loaned_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0164b,Name/Company/Phone Number,8,C,Trace-in and Trace-out,C5,,Name/Company/Phone Number,table_cell,table,character,,shared_equipment_name_company_phone,shared_equipment,14,transport_equipment,name_company_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0164c,Date,8,C,Trace-in and Trace-out,C5,,Date,table_cell,table,date,date,shared_equipment_date_last_on_site,shared_equipment,14,transport_equipment,date_last_on_site,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0165a,Received or Loaned,8,C,Trace-in and Trace-out,C5,,Received or Loaned,table_cell,table,character,,shared_equipment_received_or_loaned,shared_equipment,15,other,received_or_loaned,received_loaned_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0165c,Date,8,C,Trace-in and Trace-out,C5,,Date,table_cell,table,date,date,shared_equipment_date_last_on_site,shared_equipment,15,other,date_last_on_site,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0150oth,Other,7,C,Trace-in and Trace-out,C4,,Other,other_specify,text,character,,visitor_other_type,,,,,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0165oth,Other,8,C,Trace-in and Trace-out,C5,,Other,other_specify,text,character,,shared_equipment_other_type,,,,,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0166,Birds Introduced,8,C,Trace-in and Trace-out,C5,,Birds Introduced,scalar_response,coded,character,,birds_introduced,,,,,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0172,Birds Moved,8,C,Trace-in and Trace-out,C5,,Birds Moved,scalar_response,coded,character,,birds_moved_off_premises,,,,,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0165b,Name/Company/Phone Number,8,C,Trace-in and Trace-out,C5,,Name/Company/Phone Number,table_cell,table,character,,shared_equipment_name_company_phone,shared_equipment,15,other,name_company_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0167a,Bird Type,8,C,Trace-in and Trace-out,C5,,Bird Type,table_cell,table,character,,bird_movements_bird_type,bird_movements,1,onto,bird_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0167,Date,8,C,Trace-in and Trace-out,C5,,Date,table_cell,table,date,date,bird_movements_date,bird_movements,1,onto,date,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0167b,Source,8,C,Trace-in and Trace-out,C5,,Source,table_cell,table,character,,bird_movements_source_name_location_phone,bird_movements,1,onto,source_name_location_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0167c,Transported By,8,C,Trace-in and Trace-out,C5,,Transported By,table_cell,table,character,,bird_movements_transporter_name_phone,bird_movements,1,onto,transporter_name_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0168,Date,8,C,Trace-in and Trace-out,C5,,Date,table_cell,table,date,date,bird_movements_date,bird_movements,2,onto,date,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0168a,Bird Type,8,C,Trace-in and Trace-out,C5,,Bird Type,table_cell,table,character,,bird_movements_bird_type,bird_movements,2,onto,bird_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0168b,Source,8,C,Trace-in and Trace-out,C5,,Source,table_cell,table,character,,bird_movements_source_name_location_phone,bird_movements,2,onto,source_name_location_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0168c,Transported By,8,C,Trace-in and Trace-out,C5,,Transported By,table_cell,table,character,,bird_movements_transporter_name_phone,bird_movements,2,onto,transporter_name_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0169,Date,8,C,Trace-in and Trace-out,C5,,Date,table_cell,table,date,date,bird_movements_date,bird_movements,3,onto,date,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0169a,Bird Type,8,C,Trace-in and Trace-out,C5,,Bird Type,table_cell,table,character,,bird_movements_bird_type,bird_movements,3,onto,bird_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0169b,Source,8,C,Trace-in and Trace-out,C5,,Source,table_cell,table,character,,bird_movements_source_name_location_phone,bird_movements,3,onto,source_name_location_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0169c,Transported By,8,C,Trace-in and Trace-out,C5,,Transported By,table_cell,table,character,,bird_movements_transporter_name_phone,bird_movements,3,onto,transporter_name_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0170,Date,8,C,Trace-in and Trace-out,C5,,Date,table_cell,table,date,date,bird_movements_date,bird_movements,4,onto,date,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0170a,Bird Type,8,C,Trace-in and Trace-out,C5,,Bird Type,table_cell,table,character,,bird_movements_bird_type,bird_movements,4,onto,bird_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0170b,Source,8,C,Trace-in and Trace-out,C5,,Source,table_cell,table,character,,bird_movements_source_name_location_phone,bird_movements,4,onto,source_name_location_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0170c,Transported By,8,C,Trace-in and Trace-out,C5,,Transported By,table_cell,table,character,,bird_movements_transporter_name_phone,bird_movements,4,onto,transporter_name_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0171,Date,8,C,Trace-in and Trace-out,C5,,Date,table_cell,table,date,date,bird_movements_date,bird_movements,5,onto,date,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0171a,Bird Type,8,C,Trace-in and Trace-out,C5,,Bird Type,table_cell,table,character,,bird_movements_bird_type,bird_movements,5,onto,bird_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0171b,Source,8,C,Trace-in and Trace-out,C5,,Source,table_cell,table,character,,bird_movements_source_name_location_phone,bird_movements,5,onto,source_name_location_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0171c,Transported By,8,C,Trace-in and Trace-out,C5,,Transported By,table_cell,table,character,,bird_movements_transporter_name_phone,bird_movements,5,onto,transporter_name_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0173,Date,8,C,Trace-in and Trace-out,C5,,Date,table_cell,table,date,date,bird_movements_date,bird_movements,1,off,date,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0173a,Bird Type,8,C,Trace-in and Trace-out,C5,,Bird Type,table_cell,table,character,,bird_movements_bird_type,bird_movements,1,off,bird_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0173b,Destination,8,C,Trace-in and Trace-out,C5,,Destination,table_cell,table,character,,bird_movements_destination_name_location_phone,bird_movements,1,off,destination_name_location_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0173c,Transported By,8,C,Trace-in and Trace-out,C5,,Transported By,table_cell,table,character,,bird_movements_transporter_name_phone,bird_movements,1,off,transporter_name_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0174,Date,8,C,Trace-in and Trace-out,C5,,Date,table_cell,table,date,date,bird_movements_date,bird_movements,2,off,date,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0174a,Bird Type,8,C,Trace-in and Trace-out,C5,,Bird Type,table_cell,table,character,,bird_movements_bird_type,bird_movements,2,off,bird_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0174b,Destination,8,C,Trace-in and Trace-out,C5,,Destination,table_cell,table,character,,bird_movements_destination_name_location_phone,bird_movements,2,off,destination_name_location_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0174c,Transported By,8,C,Trace-in and Trace-out,C5,,Transported By,table_cell,table,character,,bird_movements_transporter_name_phone,bird_movements,2,off,transporter_name_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0175,Date,8,C,Trace-in and Trace-out,C5,,Date,table_cell,table,date,date,bird_movements_date,bird_movements,3,off,date,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0175a,Bird Type,8,C,Trace-in and Trace-out,C5,,Bird Type,table_cell,table,character,,bird_movements_bird_type,bird_movements,3,off,bird_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0175b,Destination,8,C,Trace-in and Trace-out,C5,,Destination,table_cell,table,character,,bird_movements_destination_name_location_phone,bird_movements,3,off,destination_name_location_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0175c,Transported By,8,C,Trace-in and Trace-out,C5,,Transported By,table_cell,table,character,,bird_movements_transporter_name_phone,bird_movements,3,off,transporter_name_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0176,Date,8,C,Trace-in and Trace-out,C5,,Date,table_cell,table,date,date,bird_movements_date,bird_movements,4,off,date,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0176a,Bird Type,8,C,Trace-in and Trace-out,C5,,Bird Type,table_cell,table,character,,bird_movements_bird_type,bird_movements,4,off,bird_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0176b,Destination,8,C,Trace-in and Trace-out,C5,,Destination,table_cell,table,character,,bird_movements_destination_name_location_phone,bird_movements,4,off,destination_name_location_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0176c,Transported By,8,C,Trace-in and Trace-out,C5,,Transported By,table_cell,table,character,,bird_movements_transporter_name_phone,bird_movements,4,off,transporter_name_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0177,Date,9,C,Trace-in and Trace-out,C5,,Date,table_cell,table,date,date,bird_movements_date,bird_movements,5,off,date,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0177a,Bird Type,9,C,Trace-in and Trace-out,C5,,Bird Type,table_cell,table,character,,bird_movements_bird_type,bird_movements,5,off,bird_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0177c,Transported By,9,C,Trace-in and Trace-out,C5,,Transported By,table_cell,table,character,,bird_movements_transporter_name_phone,bird_movements,5,off,transporter_name_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0186,Egg Products Moved,9,C,Trace-in and Trace-out,C6,,Egg Products Moved,scalar_response,coded,character,,egg_products_moved_onto_premises,,,,,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0181,Eggs Moved,9,C,Trace-in and Trace-out,C6,,Eggs Moved,scalar_response,coded,character,,eggs_moved_onto_premises,,,,,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0178,Eggs Moved,9,C,Trace-in and Trace-out,C5,,Eggs Moved,scalar_response,coded,character,,eggs_moved_within_premises,,,,,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0179,Contract Crew,9,C,Trace-in and Trace-out,C5,,Contract Crew,scalar_response,coded,character,,contract_crew_moved_within_premises,,,,,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0180,Farm Equipment,9,C,Trace-in and Trace-out,C6,,Farm Equipment,scalar_response,coded,character,,farm_equipment_moved_within_premises,,,,,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0182b,Description of Eggs,9,C,Trace-in and Trace-out,C6,,Description of Eggs,table_cell,table,character,,egg_movements_description,egg_movements,1,onto,description,egg_description_1_2_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0177b,Destination,9,C,Trace-in and Trace-out,C5,,Destination,table_cell,table,character,,bird_movements_destination_name_location_phone,bird_movements,5,off,destination_name_location_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0179oth,Company/Crew Name,9,C,Trace-in and Trace-out,C5,,Company/Crew Name,other_specify,text,character,,company_crew_name,,,,,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0180oth,Describe,9,C,Trace-in and Trace-out,C6,,Describe,other_specify,text,character,,describe,,,,,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0182,Source Name and Location,9,C,Trace-in and Trace-out,C6,,Source Name and Location,table_cell,table,character,,egg_movements_source_destination,egg_movements,1,onto,source_destination,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0182a,Date,9,C,Trace-in and Trace-out,C6,,Date,table_cell,table,date,date,egg_movements_date,egg_movements,1,onto,date,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0183b,Description of Eggs,9,C,Trace-in and Trace-out,C6,,Description of Eggs,table_cell,table,character,,egg_movements_description,egg_movements,2,onto,description,egg_description_1_2_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0184b,Description of Eggs,9,C,Trace-in and Trace-out,C6,,Description of Eggs,table_cell,table,character,,egg_movements_description,egg_movements,3,onto,description,egg_description_1_2_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0185b,Description of Eggs,9,C,Trace-in and Trace-out,C6,,Description of Eggs,table_cell,table,character,,egg_movements_description,egg_movements,4,onto,description,egg_description_1_2_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0185,Source Name and Location,9,C,Trace-in and Trace-out,C6,,Source Name and Location,table_cell,table,character,,egg_movements_source_destination,egg_movements,4,onto,source_destination,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
